content,asertividad,autoconciencia emocional,autoestima,desarrollar y estimular a los demás,empatía,autocontrol emocional,influencia,liderazgo,optimismo,relación social,colaboración y cooperación,comprensión organizativa,conciencia crítica,desarrollo de las relaciones,tolerancia a la frustración,comunicacion asertiva,manejo de conflictos,motivación de logro,percepción y comprensión emocional,violencia
No soy menonita pero desir de ellos son protestantes se oye mal un protestante puede estar protestando contra la mentira y si no es el tema mejor ni tomar ese termino porque se tendría que aclarar de que y porque protestan,0.28,0.91,0.2,0.95,0.25,0.36,1.09,0,0.2,0.23,0,0.83,0.99,0.22,0.17,0.16,0.93,1.6,0.57,1.71
"que ironico en la biblia mencionan multiples personas entendidas en muchas ciencias, ahora solo se ciegan a una sola cosa.",0.13,0,0.38,0.45,0.69,0,0.41,0.49,0.55,0.22,0,0,0,0.2,0.16,0.15,0,0,0.18,0
Parecen una secta jaj,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.24,0
Esta loco!!! No acepta la tecnología pero usa un avión para mudarse de país ?,0.13,0.18,0,0.24,0,0,0.21,0,0.16,0.21,0.16,0,0.19,0.2,0.15,0.32,0,0.45,0.17,0
La mente de ellos es cerrada pero donde kiera que ballan no podran peliar cn la tegnologia toda una vida ellos mismos se alejan de su propia desendencia su comunidad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aca en Argentina también están. Donde yo vivo en Gran Buenos Aires, se encuentran en el interior de la provincia. El gobierno solo los obliga a estar registrado con documentos de identidad, aunque a ellos no les guste.",0.13,0,0.18,0.22,0.22,0,0.2,0.24,0.17,0.21,0,0,0.18,0.2,0.15,0.14,0.17,0,0,0
Que horror estas son sectas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verna y por que no se van a caballo,0,0,0.17,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
Que pesados los anuncios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No les gusta la.lodernidad ,ni viajar en autos, y van al aeropuerto en una camioneta",0,0,0.18,0,0,0,0,0,0,0,0.15,0,0,0.19,0,0,0,0,0,0
Eso es una porquería de restricción. Fanaticos de mierda como llaman a eso civilización,0.16,0.21,0.21,0.29,0,0.45,0.25,0.27,0,0,0.18,0,0.23,0,0.17,0.2,0.19,0,0,0.39
"Bueno Frank ya encontro el internet, y eso sera como un virus en esa gente.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“El único momento de ocio es los domingos en la iglesia” .......,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
como asi encontraron esas tierras en venta :V...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son unos abusadores por dominar la mente de esos inocentes a su atonjos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.32
Que bonito a de ser vivir así como ellos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entiendo por que tiene tantos dislikes? cual es el problema?,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.18,0,0,0.28
Es padre pero lo de la religión y dios se me hace enfermizo,0,0.16,0,0,0,0.16,0.19,0,0.17,0,0,0,0.18,0,0,0,0,0.23,0.17,0
Se casarán entre primos !!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impresionante!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pero si algo no lo leen bien o no se lo aprenden con esa bara les pegan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Que locura.Dejar a sus padres y una seguridad no lo entiendo.No estar conformes con lo que tenian es pecado.Todo eso lo podian hacer donde estaban.Pobres niños.,0,0.16,0,0,0.21,0,0,0,0,0.2,0,0,0.17,0,0,0,0,0.23,0,0
en pocas palabras locos la persona que no se modernise esta mal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estamos en el 2020 déjense de estupideces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPERO UNA SEGUNDA PARTE DE ESE DOCUMENTAL,0.15,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO TODOS CON MASCARILLAS MENONITAS :PAPA QUE TIENEN EN LA CARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interesante personas desadaptadas para nosotros, las personas de la civilización, para ellos lo más placentero... Ahí está una muestra de la diversidad humana. Excelente documental.",0,0.17,0,0.23,0.23,0,0.21,0,0,0.22,0.33,0,0.19,0.62,0,0.3,0,0.5,0,0
"que asco la biblia la religion y todo sobre ese maldito dios , solo un mal en este mundo es lo que ha causado:/",0,0.16,0.35,0.21,0.2,0.16,0.57,0.22,0.32,0,0,0,0.17,0,0,0,0,0.22,0.16,0.57
woaoo que es lo que comen? este sr tiene 43 parece de 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La biblia dice eso ? Nojoda entonces todo la poblacion del planeta se va air pal infierno 😂,0.14,0,0,0,0,0,0.21,0,0,0.42,0,0,0.2,0,0.15,0.16,0.17,0,0,0.33
En este documental q estoy viendo ellos bueno alguno de ellos se fueron al corazón de la amazon ...como se van reproducir?,0,0,0.19,0,0,0,0,0,0,0,0.16,0,0,0,0,0.15,0,0,0,0
"La sonrisa de Abraham fue una constante. Una demostración de la alegría genuina , por un sueño alcanzado.",0.16,0,0.22,0.26,0.56,0,0,0.29,0.22,0,0.19,0.23,0,0,0.19,0.18,0,0.6,0.21,0
Es increíble solo estudian la biblia y guardan el domingo!!! Cuando la biblia lo dice una y otra vez que es día de adoracion es el sabado. Entonces no entendieron la biblia.,0,0,0.2,0.24,0.25,0,0.22,0.26,0.2,0,0,0,0,0,0,0,0,0,0,0
Espero que hayan pagado por entrar a esa tierra ...,0.13,0,0.18,0,0,0,0.2,0,0,0,0.16,0,0,0,0,0.15,0,0.24,0,0
Que gente esto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"En América Latina son muy diferentes, nada parecido al documental ¿?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"- ""No quieren tener nada que ver con el mundo moderno"" -Coca Cola embotellada justo en el centro del pasillo del aula de clase 0:40",0,0.16,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q caras de felicidad tienen!,0,0.24,0.27,0,0,0.24,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0
No me parece bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Este mundo se parece a la guerra de la galaxia con Tantas diversidad de gentes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"Quieren que les den tierras , que les compren sus productos, pero no quieren a la gente porque no quieren vivir cerca de la gente, sienten que se pueden contaminar y pecar . Conclusión : son personas como las hueas ‼️🤪🤪🤪🤪🤪",0,0,0,0,0,0,0,0,0,0.21,0,0.19,0.18,0,0,0,0,0,0,0
Principio bahai LA RELIGION DEBE ESTAR DE ACUERDO CON LA CIENCIA Y LA RAZON,0.12,0,0,0,0,0,0,0,0,0.2,0.15,0,0,0.19,0,0,0.16,0.23,0,0
"Las religiones prefieren mantener a su pueblo hundido en la ignorancia, de esta manera es mas fácil controlar sus pensamientos y su actuar !!!",0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuera de América,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porque destruyen la selva,0,0.27,0.25,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.23,0,0,0.52
"porquería de vida llevan estos, no conocen lo bueno...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Que miedo,0,0.27,0,0,0,0,0,0,0,0,0,0,0.29,0.27,0,0,0,0,0.24,0
Como las religiones hacen que el hombre crea cosas que solo pasan en su mente!,0,0,0.19,0.22,0.23,0,0.2,0.24,0.18,0,0,0,0,0,0,0,0.17,0,0.18,0
Se vino en el pensamiento.... la raza Aria...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Que lindo deforestan nuestros pulmones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Es gente con miedo a expresarse a ser ellos,0,0.18,0,0,0,0,0,0,0,0,0,0,0.19,0.2,0,0,0,0,0.17,0
"El mundo moderno no sera castigado, el mindo moderno es el castigo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Es Un líder nato ... no conoce la derrota al no estar expuesto a los medios de desinformación masiva que poseen los borregos en las ciudades. Increíble su entereza y coraje,0,0.16,0.17,0,0,0.16,0.19,0,0,0.19,0,0,0,0,0.28,0,0,0,0.16,0
Lo más triste es la deforestación,0,0,0.17,0,0,0.15,0,0,0,0.19,0,0,0,0,0,0,0.15,0,0,0
Ya llevar un carro es parte de la técnica y por ende tecnología.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y que sera de la vida de Abraham?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los niños del maíz, vieron la peli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
como lavan el cerebro estos sectarios de cuarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estais viendo gente estupida con costumbres estupidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82
"Que barbaridad , los niños solo aprenden lo que ellos quieren . Y los tienen aislados del mundo ..😨",0,0,0.35,0.21,0.21,0,0.38,0.23,0.17,0,0,0,0,0,0,0,0,0,0,0.27
Porque dicen del centro América?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una secta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Que pasa si se enferman de una enfermedad terminal como el covid-19,0,0,0.36,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.16,0,0.17,0
La pregunta es el Señor del 19:40 se fue para PERU?,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
Una comunidad sectaria bastante peculiar.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y solo alemanes y descendientes permiten, seria interesante una vida así.",0.16,0.2,0.23,0.8,0.56,0.2,0.73,0.58,0.22,0.51,0.19,0.23,0,0.48,0,0.18,0,0.3,0.21,0
Eso debe ser como el disneylandia para los degenerados,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
para cuando la segunda parte,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
Y si ellos quieren vivir asi ... Es cosa de ellos y un montón comentando cosas malas como que si les interesa,0,0,0,0.2,0,0,0.19,0,0,0.2,0,0,0,0.19,0,0,0,0,0,0
Eso era antes ahora ya se actualizaron.......igual viven en su mundo Pero socializan mas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me gusta que son tan trabajadores, pero me pregunto si sera bueno que siembren ahi, es decir, tendrán que deforestar areas para poner cultivos?",0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.44,0,0.16,0,0.27,0,0
"Wow, me encantó el documental. Aún nos queda mucho por aprender y saber respetar la cultura de los demás. Ansioso, esperando la parte 2 🙏",0.15,0,0.65,0.25,0.8,0,0.7,0,0.21,0.24,0.18,0.22,0.21,0.23,0,0.17,0.2,0.58,0,0
"puede un hombre ajeno a esta colonia, ser parte de ellos?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Es una comunidad muy linda, lo único que no me gusta es la educación que reciben . Pero viven de manera muy tranquila",0,0.16,0,0.2,0.2,0.16,0,0,0,0,0,0.17,0.17,0.18,0.14,0,0.16,0,0.16,0
maneras de lavar el cerebro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Menonistas habian en Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y a quién se lo compró? Que lisura.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Como Peruana estoy abrumada. Y no es que sean los primeros... Y cómo se enteraron de este lugar?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo me escaparía de allí. Me muero en ese estilo de vida.,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
La gente está loca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Como se enteran de como está Perú y el mundo si no usan tecnología es una incógnita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso si es vida. De que sireve un mundo liveral!! Con mucha enfermedad!!!,0,0,0.17,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0
Tienen la libertad de vivir como quieran pero no es mi estilo.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se nota el amibiente triste y amargado que hay,0,0,0.33,0,0,0.15,0,0,0,0.19,0.14,0,0,0.18,0.14,0.13,0.15,0,0,0
Espero la segunda parte.,0.17,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ya están en Perú ??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No entiendo,no usan cosas nuevas porque son del diablo pero siguen tradiciones que en su momento fueron nuevas...ni ellos lo entienden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si toda la población fuese igual que los menonitas y otras poblaciones que no contaminan ni tienen ansia de poder sobre el prójimo el planeta no nos estaría dando tantos disgustos.,0,0.15,0,0,0,0.31,0,0,0,0.39,0,0.18,0.34,0,0.14,0,0,0,0,0.27
INE es una oficina que se encarga sólo de las elecciones no para resolver problemas de índole judicial ( los jueces son de Lugo ) MNMYE n,0.13,0.17,0.19,0.44,0.22,0.17,0.2,0.48,0.35,0.21,0.16,0.19,0.37,0.2,0,0.29,0.34,0.24,0.18,0.27
No que no están de acuerdo con autos y esas cosas. Y se suben a uno para tomar un avión.. Parece raro,0.12,0,0,0,0,0,0,0,0,0.2,0.29,0,0,0.37,0,0.14,0.16,0.45,0,0
"Mis respetos en cuanto a religión pero no pueden vivir aislados del mundo sino como comercian con gente "" pagana""",0,0,0.37,0,0.22,0,0.4,0,0,0.21,0,0.19,0,0.2,0,0.14,0,0,0,0.27
Demuestran que són muy débiles a enfrentar las tentaciones es por ello que huyen.,0,0,0.18,0,0,0.17,0,0,0,0.2,0,0,0,0.19,0.15,0,0,0,0,0
"Una cosa a aclarar, esto no es el evangelio, esto es una secta. Para nada que ver con el evangelio.",0.12,0.15,0,0,0,0.15,0,0,0.16,0,0.14,0,0.16,0.18,0,0.26,0.15,0.21,0.16,0
No sé porqué no dejaron grabar el culto en la comunidad el evangelio no se esconde es lo malo de no entender las escrituras,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
usan los aviones ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DW me gusto mucho el contenido de este video pero me gustaria ver como es la nueva vida de Abrham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
Que pinta de violín que tiene el maestro.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El reto más grande de una persona que sigue los fundamentos de Dios, es la modernidad, la falta de control propio, y la hipocresía ante Dios.",0,0.33,0,0.22,0,0.33,0.8,0.24,0.35,0.21,0,0,0.36,0.2,0,0,0.17,0.72,0.35,0.27
Hasta los menonitas compran en Amazon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lo que mas me sorprendió, es que casi no se habla de Belice 🤔😲",0,0.15,0,0,0.2,0.15,0,0,0.16,0.19,0,0,0,0,0,0,0,0,0,0
Aunque la televisión entorpece la mente de los niños por ahí tienen razón. Y los medios de comunicación nos mienten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hola gente del pasado saludos desde 2020,0.15,0,0,0.26,0,0,0,0,0,0.25,0,0.23,0,0.24,0,0.17,0.41,0,0.42,0
Creo que a esto me dedicaré,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.3,0,0
Muy apartados del mundo pero bastante calientes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Se irían al infierno si hacen uso de la modernidad que la biblia dicta que es pecado... -Viajan en avión, usan tractores, compran colchones, usan lanchas a motor etc .",0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.31
Ese man si que comenzó desde cero espero que estén bien xd,0.16,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lean sus biblias y jusguen por ustedes mismos ,no se dejen engañar porque el mensaje de dios es emitir el evangelio de la salvación .¿ Que es ?que Jesús paga por tus pecados para que puedas estar a cuentas con dios y puedas tener acceso a dios . Busca a Jesús en la biblia en los evangelios. Esto no es bíblico .",0,0.45,0,0,0,0.45,0.72,0,0.47,0,0.28,0,0.49,0.18,0,0.26,0,1.06,0.79,0
Respeto a estás personas pero es una forma muy estricta de vida y lo peor la religión los manipula,0,0,0.34,0.21,0.2,0,0.37,0,0,0.19,0,0.17,0,0.18,0,0.14,0,0,0,0.28
Que miedo me dio el maestro inicial que sostenía el puntero jajaja,0,0.15,0,0,0,0,0,0,0,0.19,0,0,0.16,0.18,0,0,0,0,0.31,0
Muy buen documental me encanto lo vi completo bendiciones para ellos ...,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.27,0,0.2,0,0.35,0,0
Me parece que el doctor usa medicina para curar a los menonitas y como si la aceptaban si se supone que es tecnología,0.13,0.17,0,0.22,0,0,0.2,0,0.18,0.21,0.16,0,0.18,0.2,0.15,0.3,0,0.49,0.18,0
O sea que cuando escribieron la Biblia existian electrodomesticos y electricidad entonces se empezaron a prohibir....en que parte de la Biblia puedo encontrarlo con todo el respeto!,0,0,0.17,0.2,0.2,0,0.36,0,0,0.19,0.14,0.17,0,0.18,0.14,0.13,0.15,0,0,0.26
Lo único malo de esta colonización es que destruirán el amazona en todo sentido.,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.18,0,0,0.37
El Alemán es un genio en el campo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Alemán es trabajador, les irá bien en Perú",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pero cada quien vive como quiere y cada loco con su cuento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
este canal es lo mejor que me ha pasado en la vida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.18,0.25,0.18,0
da lastima este pueblo. se encuentran en un ambiente donde la idea no fluye. por parte es bueno por su aislamiento,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0
Bonitas costumbres de los menonitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32:28 estoy fascinado, la ciudad es una porquería y es en el culo del mundo... A disfrutar",0.12,0.15,0.17,0.39,0.2,0.15,0.18,0,0.31,0.37,0,0.17,0.16,0.18,0.14,0.26,0,0,0.47,0
"No quieren nada del mundo moderno, excepto el plástico que está por todas partes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
son todos falsos porque decían que estaban en contra de los automóviles pero para irse tuvieron que usarlos,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.19,0.14,0.15,0,0.22,0,0.29
Que retrogados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una secta más de la reforma protestante de Lutero (1520) me da risa la gente que se sorprende por estás personas.,0.12,0.32,0.17,0.43,0.4,0.33,0.39,0,0.32,0.39,0,0.18,0.18,0.19,0.14,0.14,0.32,0.22,0,0.29
"No lo sé, lo que sí deben hacer es liberar a sus mujeres y que podamos reproducirnos con ellas.....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parece peor que una cárcel,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42
Cultura estúpida que someten a las niñas y mujeres pues no tienen derechos ni voz que lamentable que exista esto en pleno siglo 21,0,0,0,0.21,0.2,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.28
Tengo una duda es verdad que el gobierno de Perú los esta investigando por la deforestación ilegal de parte de los menonitas que han causado en poco tiempo en la Amazonia,0.13,0,0,0,0,0,0,0,0,0.2,0.15,0,0,0.19,0,0,0.16,0,0,0.3
Estas son las consecuencias del (((liberalismo extremo))) (liberalismo económico/liberalismo cultural) que está destruyendo el mundo entero junto con las tradiciones,0,0.17,0.18,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.16,0,0,0.3
like si lo ves porque te lo dijeron por clase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¿ Tiene 30 hijos? No sé cuándo es que trabaja porque la mayor parte de su tiempo la pasa copulando con la mujer,0.12,0,0,0,0,0,0,0,0,0.2,0.15,0.18,0,0.19,0,0,0.32,0.22,0.16,0.27
"Gracias por este hermoso,documental",0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0
Pero tratándose de dinero allí si están al corriente en el tiempo por eso son ricos,0.14,0,0,0.23,0,0,0.21,0.25,0,0.44,0.17,0,0,0.42,0,0,0.18,0.26,0.19,0.56
"Que a los periodistas, imparciales, que se les suspenda la tarjeta de profecional, como se hace con todos los profecionales, que no hacen bien su profecion.",0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me quede con ganas de ver mas ! muy interesante,0,0,0,0.26,0,0,0.48,0.28,0.22,0.25,0,0,0,0.24,0,0,0,0.3,0,0
"Pero entonces a los menonitas si les sirve el dinero de la gente de afuera. Y las telas, los tractores. Muy bien muy lindos e independientes.",0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0
Se adueñan de la tierra o la compran legalmente?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pensar los momazos que se pierden.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me da gusto que estén en mi país, bienvenidos y espero que su vida sea como ustedes lo soñaron, son muy trabajadores y su cultura es muy interesante, un saludo a todos.",0.29,0,0.21,0.5,0,0,0.23,0,0,0.48,0,0.22,0,0.68,0,0.17,0.19,0,0.2,0
"los peruanos pensando, quienes serán esos que bajan de gran paloma. de color contrario al nuestro v,:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impresionante el optimismo de este señor..,0.17,0.22,0.25,0.29,0.31,0.22,0,0,0.25,0.28,0,0.26,0,0.27,0,0.2,0.23,0.34,0.24,0
Muy interesante pero como adquieren las tierras si para nosotros es muy difícil tener un pedazo de selva,0,0,0,0.41,0.21,0,0.19,0,0,0.2,0.15,0,0.17,0.37,0,0.14,0,0.23,0.17,0
Acaso es Anne With An E en la actualidad?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Después de que me aparezca más de 20 veces en recomendación lo viene aver para saber de que se trataba,0.13,0,0,0,0.22,0.16,0.2,0,0,0,0.16,0,0.18,0.2,0,0.29,0.17,0.24,0.17,0
Los celulares no son malos es como lo usas el es un hombre sano de mente y alma y no creo que lo use para mal.,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.22,0,0.16,0,0.27,0,0
9:45 esa es una lavadora???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivir en paises a los cuales no les gusta integrarse a la riata que los deporten..,0,0.17,0,0,0.21,0.18,0,0.23,0.16,0.2,0.15,0.19,0.19,0.39,0,0,0.17,0,0,0
como dice esto me justa y todo sera para el,0,0.18,0,0,0.24,0,0,0,0,0,0.17,0,0,0.21,0,0.16,0,0.26,0,0
ellos comprar el terreno en peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queriendo vivir una vida mad conservadora........... se suben a un avion :v,0,0.19,0.21,0.24,0.25,0.19,0.22,0,0,0,0,0,0,0.22,0,0,0,0,0,0
"esos cabrones destruyeron la mitad de una selva mexicana matando a varios jaguares y especies en peligro solo para plantar cebada y trigo, bonita forma de tratar la creacion de dios",0.13,0.34,0.36,0.45,0.2,0.17,0.61,0.23,0.33,0,0.15,0,0.18,0.19,0.15,0.3,0.33,0.44,0.34,0.91
No vas a ir al cielo por lo que estás haciendo con tu gente,0,0,0,0,0,0.17,0.2,0,0.16,0,0,0,0,0,0,0,0,0,0,0
es para mujeres y hombres,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
"El problema es la juventud y los rebeldes, el mundo debería ser así.",0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.18,0,0,0.34
Que ignorancia dios que hijos bien cuidados no quiere a las mujeres como conejas,0.14,0.18,0,0,0,0.36,0.22,0,0.19,0,0.17,0,0.2,0,0,0,0.18,0.27,0.19,0
No quieren nada del mundo moderno porque así pueden hacer con ellos lo que lesde la gana,0,0,0,0,0,0,0.19,0.22,0.16,0,0,0,0,0,0,0,0,0.21,0,0
"Que lastima, que los niños se críen en esa ignorancia",0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0
"cuando el evangelio se convierte en ideologia de hombres, y se inventan cada cosa rara.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pero.que.horror como.pueden.vivir de esa manera y sin.saber porque deben.vivir asi.solo porque segun.elllos lo dice.la biblia,no se que biblia leeran porque eso no lo dice por el contrario",0,0,0.18,0.21,0.21,0,0.19,0.23,0.17,0,0,0,0,0,0,0,0,0,0,0
Se debería tener más en cuenta a las tribus de las selvas no a esos invasores ignorantes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una factoría de retrasados mentales.,0,0,0,0.23,0,0,0,0,0,0.21,0.16,0,0,0.19,0,0.16,0.17,0,0,0
deberia haber una comunidad que este 200 años adelantados del resto de nosotros. Seria interesante,0,0,0,0.21,0.21,0,0.38,0,0.17,0.2,0,0,0.17,0.19,0.15,0,0,0,0,0
"Otro estilo de vida. Opcional, el que no respeta se lo expulsa. Quizá esta vida tiene toda la calma que la gente quiere y no consigue.",0,0,0.18,0,0.41,0.17,0.2,0,0,0.2,0,0.18,0,0.19,0.15,0.15,0.16,0,0,0
Montón de hipocritas es que son ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al final van a arrasar con la selva y eso no esta bien que digamos.,0,0,0.18,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0
"en Santa Cruz Bolivia hay muchos menonitas, en el centro de la ciudad te los encuentras a cada pasó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.16,0
A mi me gustaría que los comunistas hagan esto y se larguen de latinoamérica.,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
me gustaria ver un proximo documental de esta familias que emigraron y ver sus resultados.me encanto este documental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esa será la salvación para el tiempo que viene...ya esta muuy serca,0.13,0,0,0,0,0,0,0,0,0.22,0.33,0,0,0.41,0,0.15,0.18,0.25,0,0.28
